,post_text,label
12554,hous gop fire govern employe oppos trump  via thedailybant,Sentence found to be Depressed
12555,youv alway said   lair tube prove lie  ,Sentence found to be Depressed
12556,scold someon call name   evil name caller ,Sentence found to be Depressed
12557,toyota respond trump ridicul twitter threat  donald silenc  via bipartisan report,Sentence found to be Depressed
12558,realli cant brief unintellig person intellig get         ,Sentence found to be Depressed
12559,face dark day america ,Sentence found to be Depressed
12560,trump trust russian oper assang america intellig commun via politicususa ,Sentence found to be Depressed
12561,trump plan us taxpay fund wall mexico reimburs  christinawilki  via huffpostpol,Sentence found to be Depressed
12562,tell msnbc replac morn joe morningjoy w joyannreid  sign petit  via chang,Sentence found to be Depressed
12563,ce  siriu pocket pc port laptop ,Sentence found to be Depressed
12564,bullyplayground best place ,Sentence found to be Depressed
12565, nydailynew trump blast arnold schwarzenegg poor celebr apprentic rate much movi star ,Sentence found to be Depressed
12566, npr big question trump choic  head sec chosen fox guard henhous ,Sentence found to be Depressed
12567,bbb report morn russia remov carrier groupfrom syria hey guysrussia one  ,Sentence found to be Depressed
12568,may putin call trump comey help ,Sentence found to be Depressed
12569, thehil senat intellig committe hold rare open session russian hack  ,Sentence found to be Depressed
12570,thehil    gop said   lie,Sentence found to be Depressed
12571,worst bumbl stumbl statement ive seen interg credibl sens said ,Sentence found to be Depressed
12572, djrothkopf unpresidenti term presidenti may never presidenti ,Sentence found to be Depressed
12573, trump mock schwarzenegg  celebr apprentic rate want us ,Sentence found to be Depressed
12574,eight year later economi presid obama legaci  via  kind never see  likesofhim,Sentence found to be Depressed
12575,eight year later economi presid obama legaci  via nbcnew,Sentence found to be Depressed
12576,foxnew memori bad dude ,Sentence found to be Depressed
12577,fox fake news  hanniti wood pile snake ,Sentence found to be Depressed
12578,foxnew sad dayryan want suffer thousand care right ,Sentence found to be Depressed
12579,foxnew chadpergram  himdont forget dont worri ill til  tweet fact hourli ,Sentence found to be Depressed
12580,probabl lie see  mostli deal russian suppli fake news ,Sentence found to be Depressed
12581,foxnew kellyannepol   passion  hatr true motiv djt largest hugest bigg ,Sentence found to be Depressed
12582,foxnew kellyannepol  fakenew altright editor hanniti dir propaganda lou dobb charg comedyli ,Sentence found to be Depressed
12583,foxnew  djt may inmat time construct start roger ail might avail ,Sentence found to be Depressed
12584,thehil  import question  year run america ,Sentence found to be Depressed
12585,tell info connect trump russian hack guy knew thee hack ,Sentence found to be Depressed
12586,hate gay ,Sentence found to be Depressed
12587,thehil  run like john c calhoun would that hell  ,Sentence found to be Depressed
12588,one vote condemn obama disloy us one vote condemn obama russia traitor ,Sentence found to be Depressed
12589,mexico    dont think   pay racist memori hate ,Sentence found to be Depressed
12590,sadmeanevil way thank wonder servic ,Sentence found to be Depressed
12591,money red state dem session discipl john c calhoun session case racist alway racist ,Sentence found to be Depressed
12592,thehil  pea soup brain ,Sentence found to be Depressed
12593, thehil trump mexico pay us back later great wall  ,Sentence found to be Depressed
12594,would like djt posit   sometim clown get run eleph ,Sentence found to be Depressed
12595,kill lot syrian  ,Sentence found to be Depressed
12596,hey trump think beauti kill lot syrian ,Sentence found to be Depressed
12597,trumpputin one strong posit free press detriment strongmen movement like l ,Sentence found to be Depressed
12598,bannon trump amp  altright amp first two campaign manag love putin ,Sentence found to be Depressed
12599,john c calhoun discipl love geo wallac  racist ,Sentence found to be Depressed
12600,concern russia involv govern djt talk tv show down schwarzenegg ,Sentence found to be Depressed
12601,racist monument repres usa builtbytrumpgop  pay itll remind world us ,Sentence found to be Depressed
12602,morningjo stumbl bumbl remark seen recent memori get stage woolsey one ca ,Sentence found to be Depressed
12603,mitch mcconnel say american wont toler democrat block suprem court nomin  via huffpostpol,Sentence found to be Depressed
12604,trump side assang russia us intellig ,Sentence found to be Depressed
12605,joenbc joe paid msnbc work trump undercov spread stolen info russia trump your c ,Sentence found to be Depressed
12606,kellyannepol    arent afraid associ altright thug ,Sentence found to be Depressed
12607,kellyannepol  fine mess expect ,Sentence found to be Depressed
12608,kellyannepol  pride russia own us two year ,Sentence found to be Depressed
12609,kellyannepol       hcsee map thuth ,Sentence found to be Depressed
12610,foxbusi kellyannepol your humbl man abus mani women ,Sentence found to be Depressed
12611,foxnew kellyannepol naiv said  month wasnt famili friendli  low life like djt ,Sentence found to be Depressed
12612,danscavino kellyannepol cardinaldolan realdonaldtrump way go cardin dolan stand approv ,Sentence found to be Depressed
12613,kellyannepol   propagandist fashion sock joey scarborough complic propagati ,Sentence found to be Depressed
12614,im concern relationship putin ,Sentence found to be Depressed
12615,im wait sanction trump ,Sentence found to be Depressed
12616,kellyannepol putz sinc djt care one djt noth declar happen  care abou ,Sentence found to be Depressed
12617,joe scarbrough megan kelli amp great van  fox nbc im sad shame  never watch ,Sentence found to be Depressed
12618,tucker carlson watch old cnn crossfir career built tell lie habitu lairn ,Sentence found to be Depressed
12619,plan resist everi way possibl four year he narcissist monster ,Sentence found to be Depressed
12620,narcissist gone line blind light cant see truth cant tell truthwil ,Sentence found to be Depressed
12621,sock joey ,Sentence found to be Depressed
12622,morn joeno sock joecompl agent trump dissemin wiki peak hack info russ ,Sentence found to be Depressed
12623,propaganda mill msnbc paid msnbc work trump never admit phil griffin complic nbc complicat ,Sentence found to be Depressed
12624,morningjo crook press  polit intel commun schemer clown support idiot he ,Sentence found to be Depressed
12625,morningjoemus morningjo prohibitionnyc need probat propaganda inth morn msnbc   work ,Sentence found to be Depressed
12626,slick propagandist joe sock  one eye jack seen side trump face ,Sentence found to be Depressed
12627,morningjo  heyjo sock proof attack russiatrump deplor intel commun call schem ,Sentence found to be Depressed
12628,joy fox propagandist retread ,Sentence found to be Depressed
12629, vickscan msnbc amjoyshow joy reid earn slot youv given greta van susteren big mistak amp rate wil,Sentence found to be Depressed
12630,watch msnbc support sponsor trump amp fox propagandist take phil dipstick ,Sentence found to be Depressed
12631,vickscan msnbc amjoyshow last straw greta meganjo socksreplac view slot deplor phil yo ,Sentence found to be Depressed
12632,greta joywhat hell phil griffin amp andi doingjoy solid truth great integr ,Sentence found to be Depressed
12633,pwilliamsd bring fox agent msnbc phil griffin act keep trump effort  someth like j ,Sentence found to be Depressed
12634,msnbc greta hope integr maddow haysmcdonald amp reidgreta hasnt prove integr fox ,Sentence found to be Depressed
12635,danpfeiff   want lie go fox altright etc enough hay maddow mcdonald amp reid leav msnbc ,Sentence found to be Depressed
12636,us intercept show russian offici celebr trump win washington post  via reuter,Sentence found to be Depressed
12637,happier  wonder ,Sentence found to be Depressed
12638,realdonaldtrump take credit someon els achievementsy bulli other eye ,Sentence found to be Depressed
12639,realdonaldtrump  hey djt inform tweet msnbc cspan nyt wp other dont believ tr ,Sentence found to be Depressed
12640,realdonaldtrump call insert realli bad insult patrioticuscitizen cia fbi amp  agenc employ ,Sentence found to be Depressed
12641,realdonaldtrump foxnew hey hanniti realli think r informedsan us citizen go ja ,Sentence found to be Depressed
12642,realdonaldtrump gop resist everyth   year vote anyon compromis help gopputin ,Sentence found to be Depressed
12643,realdonaldtrump putin loyalti project reason last citizen memori forev wha ,Sentence found to be Depressed
12644,realdonaldtrump  carrier total moderncruz missilesand tow boatthey run year one ,Sentence found to be Depressed
12645,realdonaldtrump  russian one aircraft carrier year old diesel escort tug boat sinc break ,Sentence found to be Depressed
12646,presid obama kick  russian spi shut two moscow compound elect hack row ,Sentence found to be Depressed
12647,us send special forc russian border nato pois strike back vladimir putin aggress  djt,Sentence found to be Depressed
12648,see putin friend pull special forc back   ,Sentence found to be Depressed
12649,  watch see putin friend pull special forc back russian border ,Sentence found to be Depressed
12650,   hillaryclinton nygovcuomo sensand fix dem partythat stupid hc ran comeyputintrump,Sentence found to be Depressed
12651,  hillaryclinton nygovcuomo sensand  rebuild dem partyhey listen dem ,Sentence found to be Depressed
12652,deuxmontagn   best closest friend  bannon putin amp assxxxxlook add trump trio  four sick evil actor,Sentence found to be Depressed
